brand,price,processor,Ram,ROM,display_size,OS
HP,103060,13th Gen Intel Core i5 13500H,16.0,512.0,15.6,Windows 11 OS
HP,39600,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Lenovo,137590,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,16.0,Windows 11 OS
Lenovo,53980,7th Gen AMD Ryzen 7 7730U,16.0,512.0,16.0,Windows 11 OS
Acer,54990,7th Gen AMD Ryzen 5  7530U,16.0,512.0,14.0,Windows 11 OS
Asus,28099,Intel Celeron N4020,8.0,512.0,15.6,Windows OS
HP,415000,12th Gen Intel Core i7 1250U,16.0,1024.0,17.0,Windows 11 OS
Fujitsu,64990,13th Gen Intel Core i5 1334U,16.0,512.0,13.3,Windows 11 OS
Fujitsu,84990,13th Gen Intel Core i7 1355U,16.0,1024.0,13.3,Windows 11 OS
Tecno,52999,11th Gen Intel Core i7 1165G7,16.0,1024.0,15.6,Windows 11 OS
Tecno,34999,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Asus,65990,7th Gen AMD Ryzen 7  7730U,16.0,1024.0,15.6,Windows 11 OS
HP,56990,7th Gen AMD Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Lenovo,88999,11th Gen Intel Core i5 1135G7,16.0,1024.0,15.6,Windows 10 OS
Lenovo,35990,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Lenovo,111490,13th Gen Intel Core i7 1360P,16.0,512.0,14.0,Windows 11 OS
HP,50990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Lenovo,89500,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Lenovo,66388,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
Asus,66990,5th Gen AMD Ryzen 5 5600HS,16.0,1024.0,15.6,Windows 11 OS
Asus,74990,5th Gen AMD Ryzen 7 5800HS,16.0,1024.0,15.6,Windows 11 OS
HP,26990,3rd Gen AMD Ryzen 3  3250U,8.0,512.0,15.6,DOS 3.0 OS
Dell,65990,13th Gen Intel Core i5 1335U,8.0,1024.0,15.6,Windows 11 OS
Asus,87990,12th Gen Intel Core i7 12650H,16.0,1024.0,16.0,Windows 11 OS
Dell,36480,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Dell,63989,13th Gen Intel Core i5 1335U,8.0,1024.0,15.6,Windows 11 OS
Asus,90990,12th Gen Intel Core i7 12700H ,16.0,1024.0,15.6,Windows 11  OS
Asus,104990,12th Gen Intel Core i7 12650H,16.0,512.0,16.0,Windows 11 OS
HP,64800,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,DOS OS
Asus,27990,Intel Celeron N4500,4.0,64.0,14.0,Chrome OS
Asus,14990,Intel Celeron N4500,4.0,128.0,14.0,Chrome OS
Asus,22990,Intel Celeron N4500,4.0,64.0,15.6,Chrome OS
Asus,23990,Intel Celeron N4500,4.0,128.0,15.6,Chrome OS
HP,42900,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Gigabyte,130000,13th Gen Intel Core i7 13620H,16.0,512.0,16.0,Windows 11 OS
Gigabyte,94990,12th Gen Intel Core i5 12500H,8.0,512.0,15.6,Windows 11 OS
Lenovo,57990,5th Gen AMD Ryzen 7  5700U,16.0,512.0,15.6,Windows 11 OS
Asus,104222,12th Gen Intel Core i7 12650H,16.0,512.0,16.0,Windows 11 OS
Fujitsu,69990,13th Gen Intel Core i5 1335U,16.0,512.0,14.0,Windows 11 OS
Lenovo,63990,7th Gen AMD Ryzen 7 7730U,16.0,512.0,14.0,Windows 11 OS
Lenovo,48990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,15.6,Windows 11 OS
Lenovo,46990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,DOS OS
HP,55990,7th Gen Amd Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Asus,66990,12th Gen Intel Core i5 12450H,16.0,512.0,16.0,Windows 11 OS
Asus,89990,12th Gen Intel Core i5 12450H,16.0,512.0,16.0,Windows 11 OS
MSI,62990,11th Gen Intel Core i5 11400H,16.0,512.0,15.6,Windows 11 OS
MSI,85990,12th Gen Intel Core i7 12650H,16.0,512.0,15.6,Windows 11 OS
Lenovo,47100,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Lenovo,91990,7th Gen AMD Ryzen 7 7735U,16.0,512.0,14.0,Windows 11 OS
Asus,67990,5th Gen AMD Ryzen 5 5600H,16.0,512.0,15.6,Windows 11 OS
Acer,39990,5th Gen AMD Ryzen 5 5500U,16.0,512.0,14.0,Windows 11 OS
Acer,36990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,14.0,Windows 11 OS
Asus,33990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
Lenovo,43800,11th Gen Intel Core i5 1135G7 ,8.0,512.0,14.0,DOS OS
HP,179490,7th Gen AMD Ryzen 9 7940HS,32.0,1024.0,16.1,Windows 11 OS
Gigabyte,164990,13th Gen Intel Core i7 13700H,16.0,1024.0,14.0,Windows 11 OS
Dell,84990,13th Gen Intel Core i7 1355U,16.0,1024.0,14.0,Windows 11 OS
Fujitsu,104990,13th Gen Intel Core i7 1360p,16.0,1024.0,14.0,Windows 11 OS
Asus,57990,11th Gen Intel Core i5 11260H,16.0,512.0,15.6,Windows 11 OS
HP,58990,7th Gen Amd Ryzen 5 7535HS,8.0,512.0,15.6,Windows 11 OS
Dell,304990,12th Gen Intel Core i9 12900H,32.0,1024.0,15.6,Windows 11 OS
Asus,33990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
Ultimus,28990,10th Gen Intel Core i5 1035G4,8.0,512.0,14.1,Windows 11 OS
Acer,39900,Intel Core i3 N305,8.0,512.0,14.0,Windows 11 OS
Lenovo,36490,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Lenovo,87490,13th Gen Intel Core i7 13620H,16.0,512.0,14.0,Windows 11 OS
Dell,44990,13th Gen Intel Core i3 1305U,8.0,1024.0,15.6,Windows 11 OS
Lenovo,107990,13th Gen Intel Core i7 1360P,16.0,512.0,14.0,Windows 11 OS
Dell,46900,7th Gen Amd Ryzen 5 7520U,8.0,1024.0,15.6,Windows 11 OS
Dell,98890,13th Gen Intel Core i7 1360P,16.0,1024.0,13.3,Windows 11 OS
Dell,76990,13th Gen Intel Core i5 1335U,8.0,1024.0,14.0,Windows 11 OS
Dell,86990,13th Gen Intel Core i5 1340P,16.0,1024.0,13.3,Windows 11 OS
Dell,86990,13th Gen Intel Core i5 1335U,16.0,1024.0,14.0,Windows 11 OS
Dell,58490,13th Gen Intel Core i5 1335U,8.0,512.0,14.0,Windows 11 OS
HP,69199,5th Gen AMD Ryzen 5 5600H,16.0,512.0,15.6,Windows 11 OS
MSI,45990,11th Gen Intel Core i5 11260H,8.0,512.0,15.6,Windows 11 OS
MSI,94990,12th Gen Intel Core i7 12650H,16.0,512.0,15.6,Windows 11 OS
MSI,97990,12th Gen Intel Core i7 12650H,8.0,1024.0,17.3,Windows 11 OS
MSI,179990,13th Gen Intel Core i9 13900H,16.0,1024.0,17.3,Windows 11 OS
MSI,125990,13th Gen Intel Core i7 13700H,8.0,1024.0,17.3,Windows 11 OS
HP,116463,13th Gen Intel Core i5 13500H,16.0,512.0,15.6,Windows 11 OS
HP,109990,13th Gen Intel Core i7 13700H,16.0,512.0,15.6,Windows 11 OS
HP,153625,13th Gen Intel Core i5 13500HX,16.0,512.0,16.1,Windows 11 OS
HP,270129,13th Gen Intel Core i9 13900HX,32.0,1024.0,16.1,Windows 11 OS
Gigabyte,149990,12th Gen Intel Core i5 12500H,16.0,1024.0,15.6,Windows 11  OS
Lenovo,58990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
HP,107190,12th Gen Intel Core i7 1250U,16.0,512.0,13.3,Windows 11 OS
Chuwi,32999,10th Gen Intel Core i5 10210U,16.0,512.0,15.6,Windows 11 OS
HP,102090,13th Gen Intel Core i5 13420H,16.0,512.0,16.1,Windows 11 OS
HP,231746,13th Gen Intel Core i7 1365U,16.0,512.0,13.5,Windows 11 OS
Asus,81990,12th Gen Intel Core i7 12650H,16.0,512.0,16.0,Windows 11 OS
Dell,36890,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Lenovo,87990,12th Gen Intel Core i5 12450H,16.0,512.0,15.6,Windows 11 OS
HP,77990,13th Gen Intel Core i5 1335U,16.0,512.0,14.0,Windows 11 OS
Gigabyte,117574,12th Gen Intel Core i5 12500H,8.0,512.0,15.6,Windows 11 OS
Lenovo,97990,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,15.6,Windows 11 OS
MSI,284990,13th Gen Intel Core i9 13980HX,32.0,1024.0,16.0,Windows 11 OS
MSI,344990,13th Gen Intel Core i9 13980HX,32.0,2048.0,17.0,Windows 11 OS
HP,146599,13th Gen Intel Core i7 13700HX,16.0,1024.0,16.1,Windows 11 OS
Acer,44990,11th Gen Intel Core i5 1135G7,8.0,512.0,15.6,Windows 11 OS
Lenovo,57990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
HP,128599,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,16.0,Windows 11 OS
Asus,21990,intel Celeron  N4020,4.0,256.0,15.6,Windows 11 OS
HP,151990,13th Gen Intel Core i7 13700HX,16.0,512.0,16.1,Windows 11 OS
Infinix,52990,11th Gen Intel Core i7 1195G7,16.0,1024.0,15.6,Windows 11 OS
Lenovo,119888,11th Gen Intel Core i5 1155G7,16.0,1024.0,14.0,Windows 10 OS
HP,22990,3rd Gen AMD Athlon  3050U,4.0,256.0,15.6,Windows 11 OS
Lenovo,76888,7th Gen AMD Ryzen 5 7530U,16.0,512.0,13.3,Windows 11 OS
Dell,256990,13th Gen Intel Core i7 13700H,16.0,1024.0,15.6,Windows 11 OS
Dell,83090,13th Gen Intel Core i5 1340P,16.0,512.0,13.3,Windows 11 OS
Dell,67999,11th Gen Intel Core i5 11320H,16.0,512.0,15.6,Windows 11 OS
Acer,96256,12th Gen Intel Core i7 12700H,16.0,512.0,15.6,Windows 11 OS
MSI,77990,12th Gen Intel Core i5 1240P,16.0,512.0,14.0,Windows 11 OS
Dell,323290,13th Gen Intel Core i9 13900HX,32.0,1024.0,16.0,Windows 11 OS
Dell,67990,5th Gen AMD Ryzen 7 5825U,16.0,512.0,14.0,Windows 11 OS
MSI,82990,12th Gen Intel Core i5 1240P,8.0,512.0,13.3,Windows 11 OS
Dell,199990,7th Gen Amd Ryzen 7 7745HX,16.0,1024.0,16.0,Windows 11 OS
Gigabyte,189999,12th Gen Intel Core i7 12700H,16.0,1024.0,16.0,Windows 11  OS
Lenovo,73990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,13.3,Windows 11 OS
Asus,67990,5th Gen AMD Ryzen 5  5600H,16.0,512.0,15.6,Windows 11 OS
Asus,142990,12th Gen Intel Core i7 12700H,16.0,1024.0,16.0,Windows 11 OS
Lenovo,64990,5th Gen AMD Ryzen 7 5700U,16.0,512.0,14.0,Windows 11 OS
Asus,84800,12th Gen Intel Core i7 12650H,16.0,512.0,16.0,Windows 11 OS
Lenovo,64990,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
Acer,129990,7th Gen AMD Ryzen 7 7840HS,16.0,512.0,16.0,Windows 11 OS
Acer,114990,7th Gen AMD Ryzen 7 7840HS,8.0,512.0,16.0,Windows 11 OS
Acer,80000,13th Gen Intel Core i7 1355U,8.0,512.0,15.6,Windows 11 OS
Acer,54990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
LG,98999,13th Gen Intel Core i5 1340P,16.0,512.0,14.0,Windows 11 OS
Dell,69990,10th Gen Intel Core i5 10310U,8.0,512.0,14.0,Windows 10  OS
Asus,76990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
Fujitsu,74990,13th Gen Intel Core i5 1335U,16.0,512.0,14.0,Windows 11 OS
Fujitsu,89990,13th Gen Intel Core i7 1360P,16.0,512.0,14.0,Windows 11 OS
HP,29999,Intel Pentium Silver   N6000 ,8.0,512.0,15.6,Windows 11  OS
HP,97705,12th Gen Intel Core i5 1235U,16.0,512.0,16.0,Windows 11 OS
HP,240707,12th Gen Intel Core i9 12900H,32.0,1024.0,16.0,Windows 11 OS
HP,234990,12th Gen Intel Core i7 12700H ,16.0,1024.0,16.0,Windows 11 OS
HP,209990,12th Gen Intel Core i7 12700H ,16.0,1024.0,16.0,Windows 11 OS
HP,390914,12th Gen Intel Core i9 12900H,32.0,1024.0,16.0,Windows 11 OS
HP,172588,12th Gen Intel Core i7 12700H ,16.0,1024.0,16.0,Windows 11 OS
HP,254657,12th Gen Intel Core i7 12700H ,16.0,1024.0,16.0,Windows 11 OS
LG,152499,13th Gen Intel Core i7 1360P,16.0,1024.0,16.0,Windows 11 OS
Lenovo,23990,Intel Celeron  N4020 ,4.0,256.0,11.6,Windows 11 OS
Asus,119990,6th Gen AMD Ryzen 7  7735HS,16.0,512.0,14.0,Windows 11 OS
LG,78299,7th Gen AMD Ryzen 5 7530U,16.0,512.0,16.0,Windows 11 OS
LG,115990,13th Gen Intel Core i7 1360P,16.0,512.0,14.0,Windows 11 OS
Asus,61990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
HP,26999,3rd Gen AMD Ryzen 3  3250U,8.0,512.0,15.6,DOS OS
HP,103099,13th Gen Intel Core i5 13420H,16.0,512.0,16.1,Windows 11 OS
Infinix,64990,13th Gen Intel Core i7 13700H,32.0,1024.0,15.6,Windows 11 OS
Lenovo,47990,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,Windows 11 OS
Lenovo,24990,4th Gen Intel Celeron N4020,8.0,256.0,14.0,Windows 10 OS
Lenovo,130800,11th Gen Intel Core i7 1165G7 ,16.0,512.0,14.0,Windows 11 OS
MSI,57990,11th Gen Intel Core i7 11800H,16.0,512.0,15.6,Windows 11 OS
Lenovo,38500,7th Gen AMD Ryzen 3 7330U,8.0,512.0,15.6,DOS OS
MSI,47990,11th Gen Intel Core i5 11260H,8.0,512.0,15.6,Windows 11 OS
Lenovo,44990,7th Gen AMD Ryzen 3 7330U,8.0,512.0,14.0,Windows 11 OS
MSI,69990,12th Gen Intel Core i5 12450H ,16.0,512.0,15.6,Windows 11 OS
Asus,61990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
Asus,89990,12th Gen Intel Core i5 12450H,16.0,512.0,16.0,Windows 11 OS
Asus,65990,13th Gen ‎Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
Lenovo,58990,7th Gen AMD Ryzen 5 7530U,8.0,512.0,14.0,Windows 11 OS
HP,94990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
HP,86490,7th Gen AMD Ryzen 7 7730U,16.0,512.0,15.6,Windows 11 OS
HP,77490,7th Gen AMD Ryzen 5 7530U,16.0,512.0,15.6,Windows 11 OS
HP,85490,7th Gen AMD Ryzen 5 7530U,16.0,512.0,15.6,Windows 11 OS
Lenovo,44000,13th Gen Intel Core i3 1305U,8.0,512.0,15.6,Windows 11 OS
HP,51990,7th Gen AMD Ryzen 5 7520U,16.0,512.0,14.0,Windows 11 OS
Dell,37990,11th Gen Intel Core i3 1115G4,8.0,1024.0,15.6,Windows 11 OS
HP,34990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,14.0,Windows 11 OS
Lenovo,57799,7th Gen AMD Ryzen 5 7530U,16.0,512.0,14.0,Windows 11 OS
Lenovo,65990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Lenovo,53990,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Lenovo,49990,5th Gen AMD Ryzen 5  5600H,8.0,512.0,15.6,Windows 11 OS
MSI,171990,13th Gen Intel Core i7 13620H,16.0,1024.0,15.6,Windows 11 OS
HP,44990,13th Gen Intel Core i3 1315U,8.0,512.0,14.0,Windows 11 OS
HP,115990,13th Gen Intel Core i7 1355U,16.0,1024.0,15.6,Windows 11 OS
HP,50990,7th Gen AMD Ryzen 5 7520U,16.0,512.0,14.0,Windows 11 OS
HP,109990,13th Gen Intel Core i7 1355U,16.0,512.0,15.6,Windows 11 OS
Acer,29990,3rd Gen AMD Ryzen 5 3500U,8.0,256.0,14.0,Windows 11 OS
Asus,163999,7th Gen AMD Ryzen 9 7940HS,16.0,1024.0,14.0,Windows 11 OS
Asus,58990,11th Gen Intel Core i5 11400H ,8.0,1024.0,15.6,Windows 11 OS
Dell,83990,13th Gen Intel Core i7 1355U,16.0,512.0,14.0,Windows 11 OS
Dell,43890,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
Ninkear,79999,7th Gen AMD Ryzen 7 7735HS,32.0,2048.0,16.0,Windows 11 OS
Lenovo,35490,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
HP,137890,6th Gen AMD Ryzen 7 6800H,32.0,1024.0,15.6,Windows 11 OS
Dell,94990,12th Gen Intel Core i7 1255U,16.0,512.0,14.0,Windows 11 OS
Lenovo,67990,12th Gen Intel Core i5 12450H,16.0,512.0,15.6,Windows 11 OS
HP,46990,7th Gen AMD Ryzen 5 7520U,8.0,512.0,14.0,Windows 11 OS
Asus,94990,12th Gen Intel Core i7 12650H,16.0,512.0,16.0,Windows 11 OS
MSI,83500,10th Gen Intel Core i7 10750H ,8.0,512.0,17.3,Windows 10  OS
MSI,91990,12th Gen Intel Core i5 12450H,16.0,512.0,15.6,Windows 11 OS
MSI,111990,12th Gen Intel Core i7 12650H,16.0,512.0,15.6,Windows 11 OS
HP,67990,12th Gen Intel Core i5 1235U,16.0,512.0,15.6,Windows 11 OS
Lenovo,67999,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,DOS OS
Lenovo,46200,12th Gen Intel Core i3 1215U,8.0,512.0,14.0,DOS OS
Dell,52998,12th Gen Intel Core i3 1215U,8.0,512.0,16.0,Windows 11  OS
Dell,45499,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
Lenovo,49999,12th Gen Intel Core i3 1215U,8.0,512.0,14.0,Windows 11 OS
Acer,29980,Intel Core i3 N305,8.0,256.0,15.6,Windows 11 OS
Dell,57290,7th Gen Amd Ryzen 5 7530U,8.0,512.0,16.0,Windows 11 OS
HP,58990,11th Gen Intel Core i5 1155G7,8.0,512.0,14.0,Windows 11 OS
Razer,199990,7th Gen Amd Ryzen 9 7940HS,32.0,1024.0,14.0,Windows 11 OS
MSI,79990,7th Gen AMD Ryzen 7 7735HS,16.0,512.0,15.6,Windows 11 OS
MSI,78990,7th Gen AMD Ryzen 5 7535HS,16.0,512.0,15.6,Windows 11 OS
Acer,51990,13th Gen Intel Core i5 1335U,8.0,512.0,14.0,Windows 11 OS
MSI,104990,7th Gen AMD Ryzen 7 7735HS,16.0,1024.0,17.3,Windows 11 OS
MSI,104990,7th Gen AMD Ryzen 7  7735HS,16.0,1024.0,15.6,Windows 11 OS
Acer,39990,11th Gen Intel Core i5  1135G7,8.0,512.0,14.0,Windows 11 OS
MSI,59990,11th Gen Intel Core i7 11800H,16.0,512.0,15.6,Windows 11 OS
MSI,47990,11th Gen Intel Core i5 11260H,8.0,512.0,15.6,Windows 11 OS
Asus,47890,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
MSI,85490,7th Gen AMD Ryzen 5 7535HS,16.0,512.0,15.6,Windows 11 OS
MSI,94990,7th Gen AMD Ryzen 7  7735HS,16.0,1024.0,15.6,Windows 11 OS
MSI,95490,7th Gen AMD Ryzen 7 7735HS,16.0,1024.0,17.3,Windows 11 OS
HP,54999,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Lenovo,159000,12th Gen Intel Core i7 1260P,16.0,512.0,14.0,Windows 11 OS
Dell,80610,12th Gen Intel Core i5 1240P,16.0,512.0,16.0,Windows 11  OS
MSI,77990,12th Gen Intel Core i5 1240P,8.0,512.0,13.3,Windows 11 OS
Dell,303490,13th Gen Intel Core i7 13700H,32.0,1024.0,17.0,Windows 11 OS
Dell,201990,13th Gen Intel Core i7 1360P,32.0,1024.0,13.4,Windows 11 OS
Dell,278290,13th Gen Intel Core i7 13700H,32.0,1024.0,15.6,Windows 11 OS
Lenovo,286200,13th Gen Intel Core i9 13900HX,32.0,1024.0,16.0,Windows 11 OS
Lenovo,157544,13th Gen Intel Core i5 13500H ,16.0,1024.0,16.0,Windows 11 OS
Lenovo,140990,7th Gen AMD Ryzen 7 7745HX,16.0,1024.0,16.0,Windows 11 OS
Lenovo,133000,12th Gen Intel Core i7 1255U,16.0,512.0,14.0,Windows 11 OS
Lenovo,72500,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,DOS OS
LG,127000,13th Gen Intel Core i5 1340P,8.0,512.0,14.0,Windows 11 OS
LG,146990,13th Gen Intel Core i7 1360P,16.0,1024.0,17.0,Windows 11 OS
LG,142990,13th Gen Intel Core i7 1360P,16.0,1024.0,16.0,Windows 11 OS
LG,205000,13th Gen Intel Core i5 1340P,8.0,256.0,16.0,Windows 11 OS
LG,89799,7th Gen AMD Ryzen 7 7730U,16.0,512.0,16.0,Windows 11 OS
Lenovo,63999,12th Gen Intel Core i5 1235U,16.0,1024.0,14.0,Windows 11 OS
Dell,43490,5th Gen AMD Ryzen 5  5500u,8.0,512.0,15.6,Windows 11 OS
AXL,12990,Intel Celeron  N4020,4.0,128.0,14.1,Windows 11 OS
AXL,15990,Intel Celeron  N4020,4.0,256.0,15.6,Windows 11 OS
MSI,36990,12th Gen Intel Core i3 1215U,16.0,512.0,14.0,Windows 11 OS
Asus,63990,12th Gen Intel Core i5 12450H,16.0,512.0,14.0,Windows 11 OS
Lenovo,45990,12th Gen Intel Core i5 1235U,8.0,512.0,14.0,Windows 11 OS
Lenovo,34990,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,DOS OS
Lenovo,41490,5th Gen AMD Ryzen 5 5500U,8.0,512.0,15.6,Windows 11 OS
Asus,64990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
HP,57990,11th Gen Intel Core i5 11400H ,8.0,512.0,16.1,Windows 11 OS
Acer,54990,12th Gen Intel Core i5 12450H,16.0,512.0,15.6,Windows 11 OS
Dell,208990,13th Gen Intel Core i7 13620H,16.0,1024.0,14.0,Windows 11 OS
Asus,91560,13th Gen Intel Core i5 13500H,16.0,1024.0,15.6,Windows 11 OS
Lenovo,74000,11th Gen Intel Core i5 1135G7,16.0,512.0,14.0,Windows 11 OS
Lenovo,51999,12th Gen Intel Core i5 1235U,8.0,512.0,15.6,Windows 11 OS
Lenovo,31990,7th Gen AMD Ryzen 3 7320U,8.0,512.0,15.6,Windows 11 OS
Lenovo,32490,11th Gen Intel Core i3 1115G4,8.0,256.0,15.6,Windows 11 OS
Lenovo,74888,Intel Core i7,16.0,512.0,15.6,Windows 11 OS
HP,66500,11th Gen Intel Core i5 11400H ,8.0,512.0,16.1,Windows 11 OS
Dell,156799,13th Gen Intel Core i7 13650HX,16.0,1024.0,16.0,Windows 11 OS
Dell,166899,13th Gen Intel Core i7 13650HX,32.0,1024.0,16.0,Windows 11 OS
Dell,89990,13th Gen Intel Core i7 1355U,16.0,512.0,14.0,Windows 11 OS
HP,171499,13th Gen Intel 7 13700HX ,16.0,1024.0,17.3,Windows 11 OS
HP,29999,Intel Pentium Silver N6000,8.0,512.0,14.0,Windows 11 OS
Lenovo,35998,11th Gen Intel Core i3 1115G4,8.0,512.0,15.6,Windows 11 OS
Dell,44989,13th Gen Intel Core i3 1305U,8.0,512.0,15.6,Windows 11 OS
Acer,34990,12th Gen Intel Core i3 1215U,8.0,512.0,15.6,Windows 11 OS
Infinix,48990,11th Gen Intel Core i7 1195G7,16.0,512.0,14.0,Windows 11 OS
Dell,72990,13th Gen Intel Core i5 1335U,8.0,512.0,14.0,Windows 11 OS
Dell,71570,13th Gen Intel Core i5 1335U,16.0,512.0,14.0,Windows 11 OS
HP,74990,5th Gen AMD Ryzen 7 5800H,16.0,512.0,15.6,Windows 11 OS
Asus,25990,Intel Celeron N4020,8.0,256.0,15.6,Windows 11 OS
HP,46490,5th Gen AMD Ryzen 7 5800U,8.0,512.0,14.0,DOS OS
Dell,64590,13th Gen Intel Core i5 1335U,8.0,512.0,14.0,Windows 11 OS
Dell,63990,13th Gen Intel Core i5 1335U,8.0,512.0,15.6,Windows 11 OS
MSI,247999,13th Gen Intel Core i9 13900H,32.0,1024.0,17.0,Windows 11 OS
Dell,93990,13th Gen Intel Core i5 1335U,8.0,512.0,16.0,Windows 11 OS
HP,51990,5th Gen AMD Ryzen 5 5600H,8.0,512.0,15.6,Windows 11 OS
Asus,47990,7th Gen AMD Ryzen 5 7530U,8.0,512.0,16.0,Windows 11 OS
Lenovo,34390,12th Gen Intel Core i3 1215U,8.0,512.0,14.0,DOS OS
Acer,50990,12th Gen Intel Core i5 12450H,8.0,512.0,15.6,Windows 11 OS
HP,28490,Intel Celeron  N4500,8.0,512.0,15.0,Windows 11  OS
MSI,79990,12th Gen Intel Core i7 12650H,8.0,512.0,15.6,Windows 11 OS
MSI,79990,12th Gen Intel Core i5 12450H,16.0,1024.0,15.6,Windows 11 OS
Acer,29990,3rd Gen AMD Ryzen 5 3500U,8.0,512.0,14.0,Windows 11 OS
HP,59990,5th Gen AMD Ryzen 5 5600H,8.0,512.0,15.6,Windows 11 OS
Acer,107399,7th Gen AMD Ryzen 7040 Series 040,16.0,1024.0,16.0,Windows 11 OS
Dell,129199,13th Gen Intel Core i7 13650HX,16.0,512.0,15.6,Windows 11 OS
Dell,119990,13th Gen Intel Core i7 13650HX,16.0,512.0,15.6,Windows 11 OS
Dell,187490,13th Gen Intel Core i9 13900HX ,16.0,1024.0,16.0,Windows 11 OS
Dell,125699,13th Gen Intel Core i7 13650HX,16.0,512.0,15.6,Windows 11 OS
Acer,49990,13th Gen Intel Core i3 1315U,16.0,512.0,14.0,Windows OS
Acer,56990,13th Gen Intel Core i5 1335U,16.0,512.0,15.6,Windows 11 OS
Asus,44990,13th Gen ‎Intel Core i3 1315U,8.0,512.0,15.6,Windows 11 OS
Asus,110000,6th Gen AMD Ryzen 7 6800H,16.0,1024.0,15.6,Windows 11  OS
Asus,189990,7th Gen AMD Ryzen 9 7940HS,32.0,1024.0,14.0,Windows 11 OS
Asus,129990,13th Gen Intel Core i7 13700H,16.0,512.0,15.6,Windows 11 OS
Asus,131990,7th Gen AMD Ryzen 9 7940HS,16.0,1024.0,15.6,Windows 11 OS
